gene, ct.1,ct.2,ct.3,ct.4,kd.1,kd.2,kd.3
FBgn0039557,320,394,825,462,407,502,579
FBgn0039558,201,249,379,233,266,285,383
FBgn0039559,1545,1599,3369,2431,1579,1618,2246
FBgn0039560,1107,1046,2076,1219,1154,1322,1471
FBgn0039561,922,914,1931,1176,967,1079,1343
FBgn0039562,11146,13866,21687,17124,16966,18839,20448
FBgn0039563,456,600,1075,665,539,654,752
FBgn0039564,33,38,44,69,30,33,47
FBgn0039565,92,133,319,175,150,165,275
FBgn0039566,550,800,1281,1181,781,760,1150
FBgn0039580,1805,2240,3058,2664,1804,1951,1873
FBgn0039581,1599,1762,3521,2011,1788,1794,2583
FBgn0039588,64,93,193,126,98,103,159
FBgn0039589,171,191,338,280,215,218,361
FBgn0039590,949,834,1839,1255,1299,1429,2034
FBgn0039593,6,18,34,23,49,66,102
FBgn0039600,1491,1705,3406,2125,1499,1710,2235
FBgn0039601,494,690,1169,752,695,792,904
FBgn0039602,285,300,704,504,345,380,671
FBgn0039612,4101,5192,7273,5441,3865,4289,5607
FBgn0039613,1588,2141,5554,3149,1324,1382,3169
FBgn0039622,59,47,145,114,88,83,146
FBgn0039623,617,685,1410,1014,637,658,1116
FBgn0039625,336,392,609,610,420,503,614
FBgn0039626,417,431,998,561,426,443,654
FBgn0039627,120,111,275,205,128,140,232
FBgn0039631,90,111,220,139,126,114,222
FBgn0039632,744,830,1780,1075,843,968,1435
FBgn0039633,2787,2416,5794,2810,2691,2589,3910
FBgn0039634,794,799,2013,1308,855,883,1623
FBgn0039635,1282,1606,2478,1862,1521,1629,1674
FBgn0039636,576,664,1262,811,564,674,765
FBgn0039637,2166,2719,4595,3567,1902,2050,2707
FBgn0039638,414,495,962,667,562,584,824
FBgn0039640,68,84,177,80,24,22,41
FBgn0039641,62,100,146,118,88,113,149
FBgn0039642,103,134,249,146,150,162,206
FBgn0039644,622,692,1391,801,899,964,1579
FBgn0039650,24,21,86,60,31,49,121
FBgn0039651,44,39,61,38,90,82,123
FBgn0039654,497,521,892,549,681,769,765
FBgn0039663,174,144,250,236,184,185,222
FBgn0039664,53,68,87,60,66,78,75
FBgn0039665,1378,1577,1730,1578,1943,2241,1677
FBgn0039668,1812,1883,3193,2179,1844,1986,2209
FBgn0039674,429,465,938,551,471,533,731
FBgn0039680,819,965,1876,1440,1218,1227,1818
FBgn0039682,87,116,253,65,100,116,153
FBgn0039687,303,456,1049,703,387,455,781
FBgn0039689,331,493,859,544,522,620,745
FBgn0039690,156,195,329,275,221,255,388
FBgn0039691,1555,1999,4021,2618,2024,2224,3075
FBgn0039694,93,75,194,99,68,80,111
FBgn0039696,394,477,914,681,647,691,908
FBgn0039697,1564,1713,3009,1925,1843,2041,2703
FBgn0039698,297,478,720,445,401,472,471
FBgn0039702,250,300,515,382,301,343,438
FBgn0039705,745,851,1895,1239,936,931,1441
FBgn0039710,630,735,1151,723,644,752,863
FBgn0039711,280,348,706,444,384,390,678
FBgn0039712,567,729,1353,843,760,770,1002
FBgn0039713,54889,77762,116830,85742,67600,69933,76383
FBgn0039714,1848,2251,3758,2146,1305,1414,2096
FBgn0039726,169,269,508,356,275,277,423
FBgn0039727,826,717,1826,1403,896,886,1768
FBgn0039730,305,325,718,339,291,351,563
FBgn0039731,55,80,153,95,92,98,161
FBgn0039732,83,104,160,98,90,83,188
FBgn0039733,449,557,913,562,484,558,609
FBgn0039735,707,1041,2166,1453,1148,1308,2191
FBgn0039737,2774,3519,5036,4178,3165,3547,3577
FBgn0039738,380,447,798,486,560,633,727
FBgn0039740,255,299,675,349,320,343,449
FBgn0039741,358,400,781,635,376,384,547
FBgn0039743,697,828,1794,1026,807,824,1387
FBgn0039751,124,147,332,209,160,199,263
FBgn0039756,984,1266,1954,1327,1597,1890,2042
FBgn0039757,27984,39524,64391,43693,34117,37564,41165
FBgn0039764,47,63,251,123,51,51,179
FBgn0039765,45,63,181,114,72,106,139
FBgn0039766,35,32,143,31,40,44,120
FBgn0039767,816,1047,1973,1067,1037,1140,1380
FBgn0039773,231,319,602,376,286,368,433
FBgn0039774,348,414,854,216,411,448,566
FBgn0039776,2552,3138,5359,3251,2050,2517,2976
FBgn0039789,114,153,248,206,158,146,240
FBgn0039790,441,556,950,689,484,529,730
FBgn0039797,190,175,383,285,163,160,212
FBgn0039798,27,25,64,21,33,25,41
FBgn0039800,55,57,71,68,32,51,43
FBgn0039801,105,145,157,98,83,101,106
FBgn0039802,673,834,1202,1008,767,760,1128
FBgn0039804,779,825,1566,843,607,701,935
FBgn0039808,38,30,67,37,16,26,27
FBgn0039809,447,584,1120,648,255,311,567
FBgn0039827,321,351,575,448,16,29,32
FBgn0039828,531,685,1438,758,571,682,866
FBgn0039829,109,123,273,114,94,100,153
FBgn0039830,5776,8048,14958,13625,8117,8579,12255
FBgn0039831,1445,1485,3561,1495,1410,1593,2656
FBgn0039835,68,139,302,238,136,148,404
FBgn0039836,30,28,74,72,37,39,79
FBgn0039844,319,306,638,731,485,534,972
FBgn0039846,411,475,837,604,413,455,563
FBgn0039849,658,762,1495,760,737,811,1049
FBgn0039854,134,180,325,262,196,190,309
FBgn0039857,27585,38383,70628,35628,30282,34356,40216
FBgn0039858,14491,14946,37385,18075,14923,16654,27906
FBgn0039859,31,49,124,108,44,66,153
FBgn0039860,84,126,231,171,127,129,174
FBgn0039861,200,241,516,317,204,224,354
FBgn0039862,44,38,101,78,52,59,119
FBgn0039863,1465,1514,3827,2021,1705,1828,3022
FBgn0039867,230,235,491,366,246,287,362
FBgn0039868,160,192,496,345,195,153,431
FBgn0039869,873,1012,2586,1508,1300,1587,2683
FBgn0039870,114,144,376,202,168,206,408
FBgn0039874,628,745,1585,1038,574,604,1087
FBgn0039875,1041,1209,2331,1828,1241,1334,1900
FBgn0039876,127,135,308,235,213,257,398
FBgn0039877,358,447,808,725,451,443,755
FBgn0039881,35,32,80,46,38,69,81
FBgn0039882,154,191,345,230,161,227,270
FBgn0039883,65,45,135,64,94,97,115
FBgn0039886,646,843,1613,1104,472,573,943
FBgn0039889,145,195,904,543,172,181,933
FBgn0039890,843,712,1907,1967,637,629,2495
FBgn0039896,138,159,382,311,114,126,425
FBgn0039897,455,453,1424,1111,399,436,1277
FBgn0039902,388,428,1317,1019,384,387,1344
FBgn0039904,1221,1079,3357,2593,1219,1106,3192
FBgn0039907,733,757,2229,1408,722,722,1902
FBgn0039908,91,96,282,213,114,116,333
FBgn0039909,955,1255,2524,2051,1222,1312,2402
FBgn0039911,35,32,95,49,42,44,91
FBgn0039914,270,281,1348,829,312,323,1234
FBgn0039920,470,449,1421,1079,514,470,1658
FBgn0039923,512,466,1557,1317,482,414,1855
FBgn0039924,199,229,741,558,187,233,852
FBgn0039925,238,196,530,234,206,193,801
FBgn0039927,151,134,480,362,180,188,838
FBgn0039928,687,629,1952,1861,798,722,3296
FBgn0039929,270,324,882,602,296,313,697
FBgn0039930,214,309,872,453,244,249,571
FBgn0039932,102,114,295,304,105,128,400
FBgn0039936,1786,1826,5000,3636,1901,1868,4819
FBgn0039938,179,193,449,402,197,217,405
FBgn0039941,19,31,99,70,25,25,90
FBgn0039942,35,40,82,96,73,41,110
FBgn0039943,251,330,788,496,317,350,553
FBgn0039946,84,88,214,110,90,109,145
FBgn0039955,307,275,1031,798,261,256,1120
FBgn0039958,380,446,1289,1088,479,460,1650
FBgn0039959,1112,992,3613,2797,857,763,3604
FBgn0039965,206,259,707,417,232,248,584
FBgn0039966,65,81,143,104,67,50,130
FBgn0039969,226,251,680,808,255,230,1149
FBgn0039970,468,498,1513,1005,441,488,1388
FBgn0039972,3835,3798,11683,7942,3976,3771,11006
FBgn0039977,202,194,904,462,168,173,817
FBgn0039979,26,23,54,69,26,34,76
FBgn0039993,804,909,2293,1967,909,900,2957
FBgn0039994,355,382,1056,876,347,331,1456
FBgn0040001,52,46,144,110,54,35,184
FBgn0040005,222,270,890,696,245,242,1057
FBgn0040007,1057,1560,4463,6933,1623,1272,10464
FBgn0040009,338,351,1003,764,212,225,798
FBgn0040010,884,874,2646,1688,933,880,2967
FBgn0040011,1599,1655,4722,3240,1608,1724,4905
FBgn0040020,68,85,213,203,84,73,287
FBgn0040022,549,512,1827,1075,485,485,1925
FBgn0040056,267,272,966,724,236,181,1074
FBgn0040064,930,1257,1878,1288,1072,1280,1656
FBgn0040066,631,750,1625,706,622,727,953
FBgn0040068,821,920,1735,1222,953,986,1301
FBgn0040070,1945,2639,5067,3583,3136,3547,5482
FBgn0040071,1081,973,1834,981,839,976,1158
FBgn0040075,540,636,1199,828,695,761,938
FBgn0040078,494,632,1080,1010,748,792,1027
FBgn0040079,391,451,861,594,383,469,668
FBgn0040080,1250,1308,2775,1896,1619,1711,2583
FBgn0040087,890,1011,1657,1353,1076,1162,1429
FBgn0040089,1004,1030,2041,1057,1170,1213,1476
FBgn0040091,901,1269,2092,1771,408,413,648
FBgn0040099,772,952,2170,1132,225,267,622
FBgn0040153,82,45,169,48,72,91,199
FBgn0040206,536,633,1547,1024,592,604,1465
FBgn0040207,672,776,1637,1119,749,772,1315
FBgn0040208,684,722,1508,925,790,820,1035
FBgn0040212,359,367,668,616,445,500,731
FBgn0040227,2612,3180,5533,4046,3003,3320,3784
FBgn0040228,118,182,322,209,154,224,256
FBgn0040230,441,516,1094,676,520,550,948
FBgn0040232,1496,1354,3828,2746,1481,1397,3737
FBgn0040234,458,432,666,436,425,459,515
FBgn0040235,287,319,528,295,277,334,350
FBgn0040236,2091,2102,3919,2930,2540,2655,3615
FBgn0040237,1360,1638,2757,2160,1678,1736,2009
FBgn0040238,1205,1260,2496,2149,1627,1813,2852
FBgn0040239,188,258,802,524,249,278,593
FBgn0040250,73,83,172,108,79,73,174
FBgn0040251,234,225,559,337,263,325,736
FBgn0040256,66,79,135,102,67,68,142
FBgn0040259,1285,1480,3155,1598,1490,1680,2717
FBgn0040260,253,276,568,296,220,237,415
FBgn0040262,36,43,103,55,45,48,83
FBgn0040268,1331,1535,3160,2066,1451,1556,2318
FBgn0040271,507,574,1224,881,1181,1120,2128
FBgn0040273,1061,1228,2156,1769,1262,1405,1835
FBgn0040283,1039,1145,2585,1501,1029,1088,1968
FBgn0040284,1445,1572,3133,2069,1922,1894,2891
FBgn0040285,1358,1621,3702,2560,1661,1775,3575
FBgn0040286,924,1066,1501,1268,1161,1082,1609
FBgn0040290,544,584,1277,837,455,443,663
FBgn0040294,460,486,1038,624,581,618,917
FBgn0040297,1269,1233,2726,2188,1182,1220,2356
FBgn0040298,161,196,419,312,206,231,348
FBgn0040299,210,205,499,533,245,253,422
FBgn0040305,383,398,923,522,379,437,548
FBgn0040308,364,487,976,798,617,688,1139
FBgn0040309,7401,9619,20242,11008,9960,11421,15180
FBgn0040319,1215,1330,2618,1782,1243,1410,1766
FBgn0040321,1206,1439,2733,1896,1231,1520,2211
FBgn0040322,412,581,1153,685,445,480,796
FBgn0040323,220,269,517,349,289,330,519
FBgn0040324,539,544,1701,1598,567,515,1956
FBgn0040333,42,26,42,53,31,51,43
FBgn0040334,554,711,1220,948,692,753,1035
FBgn0040336,252,300,408,450,298,294,349
FBgn0040337,130,113,227,149,150,183,229
FBgn0040339,58,76,207,125,79,82,160
FBgn0040340,550,724,1183,914,785,877,1004
FBgn0040344,317,319,637,510,344,330,555
FBgn0040346,175,186,413,270,229,231,273
FBgn0040347,61,54,96,80,61,51,100
FBgn0040348,32,33,66,49,48,43,72
FBgn0040364,54,56,70,86,66,104,111
FBgn0040366,40,38,70,62,37,42,76
FBgn0040372,436,438,1242,702,428,428,929
FBgn0040373,46,44,98,75,73,73,176
FBgn0040375,263,312,531,383,271,350,448
FBgn0040382,236,229,515,355,333,355,432
FBgn0040383,252,323,504,294,259,351,388
FBgn0040384,153,201,374,275,141,141,266
FBgn0040388,1190,1164,2570,2444,721,744,1167
FBgn0040389,171,256,385,322,268,300,404
FBgn0040394,851,959,1474,1055,1059,1151,1141
FBgn0040395,1647,1797,3880,2198,1963,2034,3170
FBgn0040396,211,262,525,301,264,342,511
FBgn0040397,148,131,381,133,131,159,313
FBgn0040398,3124,4252,6335,5460,2336,2720,2887
FBgn0040465,20,28,48,39,46,26,40
FBgn0040466,61,75,274,175,107,140,304
FBgn0040467,17,30,46,47,37,42,33
FBgn0040475,1411,1723,2571,2132,1561,1630,1965
FBgn0040477,110,140,261,173,107,102,110
FBgn0040493,1548,1842,2936,2362,1512,1774,2159
FBgn0040505,37,33,72,18,19,16,32
FBgn0040512,594,833,1539,1317,886,973,1512
FBgn0040529,691,975,1937,1726,1059,1118,2398
FBgn0040534,64,94,311,164,110,117,230
FBgn0040600,269,296,812,489,368,363,766
FBgn0040602,179,273,371,411,283,277,648
FBgn0040609,142,192,396,182,171,190,237
FBgn0040636,31,35,75,58,24,25,68
FBgn0040650,20,31,31,43,34,31,50
FBgn0040660,858,1151,2489,1376,894,904,1582
FBgn0040666,143,193,361,241,187,269,332
FBgn0040670,27,35,69,50,31,37,68
FBgn0040751,25,36,80,44,46,39,79
FBgn0040752,5196,4369,9268,4507,2847,2872,4134
FBgn0040754,66,85,282,138,77,82,248
FBgn0040765,1308,1313,3937,2706,1644,1721,5266
FBgn0040773,426,755,1626,1050,819,822,1746
FBgn0040777,3561,4318,7172,5864,4057,4582,5903
FBgn0040793,645,981,1777,1547,1027,1060,1800
FBgn0040813,26529,43743,151434,58220,19329,18608,58107
FBgn0040827,208,223,529,254,51,67,114
FBgn0040837,129,174,331,139,152,144,213
FBgn0040890,106,172,349,215,159,201,244
FBgn0040899,124,200,325,197,180,226,320
FBgn0040907,73,107,250,163,86,91,267
FBgn0040918,2664,2913,6286,4696,3179,3505,5365
FBgn0040929,53,63,122,108,65,69,120
FBgn0040931,146,227,329,296,229,227,356
FBgn0040942,169,191,857,305,245,301,751
FBgn0040954,471,607,1870,694,566,644,1284
FBgn0040964,70,91,169,95,119,112,163
FBgn0040985,742,941,2572,1551,1066,1200,2185
FBgn0041004,682,627,2144,1309,701,704,2194
FBgn0041087,521,652,1235,1946,1377,1575,2002
FBgn0041092,5018,4679,9094,4205,4721,4878,5786
FBgn0041094,1450,1414,3668,1494,1163,1382,2302
FBgn0041096,34,40,47,45,46,39,74
FBgn0041100,76,112,185,143,116,135,145
FBgn0041111,1910,1650,3870,1952,1795,1854,2545
FBgn0041147,74,94,150,160,118,136,206
FBgn0041161,408,516,907,702,610,578,819
FBgn0041164,1412,1631,3548,2764,1683,1695,3422
FBgn0041171,1776,1967,3455,2650,1824,1815,2416
FBgn0041174,47,65,108,72,66,85,84
FBgn0041180,6127,7420,14579,11939,5665,5777,9714
FBgn0041182,1418,1498,2898,2535,1806,1977,3428
FBgn0041183,115,137,284,234,86,96,171
FBgn0041184,626,583,1027,638,608,724,1007
FBgn0041186,418,517,1099,658,441,486,789
FBgn0041188,4164,3939,8529,3619,3585,3849,4982
FBgn0041191,478,608,1630,947,471,507,988
FBgn0041203,1418,1315,2678,2278,1335,1307,2164
FBgn0041205,1100,1338,2826,1562,1281,1388,2145
FBgn0041210,7031,6545,11687,6611,6281,6878,8152
FBgn0041225,12,22,40,38,38,32,53
FBgn0041342,2905,3371,5455,4171,2502,2717,2898
FBgn0041582,652,604,1202,798,725,718,985
FBgn0041585,758,827,1763,1181,922,940,1570
FBgn0041588,511,596,1044,688,742,809,1076
FBgn0041604,165,181,417,287,291,299,529
FBgn0041605,26,17,75,20,42,40,98
FBgn0041607,510,615,1335,910,471,467,836
FBgn0041627,300,342,699,364,443,513,708
FBgn0041629,7598,9231,12383,10168,13632,14958,15572
FBgn0041630,603,773,1059,820,800,851,1036
FBgn0041702,150,178,395,301,195,207,416
FBgn0041710,2403,3307,5800,4948,3476,3840,5921
FBgn0041712,67,80,125,128,82,76,98
FBgn0041723,30,47,54,85,43,50,31
FBgn0041775,3143,3186,6145,3565,3211,3441,4612
FBgn0041781,1438,1664,3216,2180,1624,1700,2138
FBgn0041789,2202,2444,5083,3634,2835,3137,4056
FBgn0042083,392,552,945,620,587,612,857
FBgn0042085,1856,1902,4166,2718,2011,2202,2592
FBgn0042092,76,120,321,192,106,104,211
FBgn0042094,89,89,240,146,57,52,103
FBgn0042104,29,32,99,56,54,61,107
FBgn0042111,634,694,1397,931,635,773,959
FBgn0042112,110,162,360,215,181,198,242
FBgn0042132,239,318,598,395,308,327,408
FBgn0042133,31,52,94,116,34,41,83
FBgn0042134,3246,3342,6606,3867,3808,4008,5031
FBgn0042135,1015,1130,2414,1729,1109,1336,1982
FBgn0042138,738,906,1407,1284,782,847,1189
FBgn0042174,1730,2126,5000,4208,2297,2227,5448
FBgn0042175,13,53,120,170,46,27,115
FBgn0042177,134,182,569,548,237,189,471
FBgn0042178,43,66,286,231,69,58,221
FBgn0042180,172,229,393,329,202,234,311
FBgn0042185,201,209,456,407,186,192,468
FBgn0042205,32,30,87,53,25,48,73
FBgn0042206,19,22,74,46,19,26,75
FBgn0042213,191,258,656,325,265,300,608
FBgn0042627,69,75,132,83,68,60,71
FBgn0042693,940,1008,2297,1503,1074,1188,1994
FBgn0042712,658,716,1340,933,929,1027,1061
FBgn0043001,92,111,215,152,118,129,191
FBgn0043010,223,295,564,392,273,322,471
FBgn0043012,93,143,232,232,114,152,192
FBgn0043025,28,25,68,55,38,22,54
FBgn0043070,712,778,1473,951,930,1099,1361
FBgn0043362,1027,1068,1994,1299,935,942,1334
FBgn0043364,883,1026,3467,1305,427,506,1126
FBgn0043455,146,168,448,186,137,166,254
FBgn0043456,2503,2865,6184,4005,2698,3011,4366
FBgn0043457,118,125,289,123,130,166,195
FBgn0043458,1305,1462,2348,1966,1545,1579,2140
FBgn0043796,251,286,501,324,325,343,343
FBgn0043806,806,1011,1720,1430,1184,1432,1778
FBgn0043841,11155,14749,28511,14958,8177,9629,13716
FBgn0043842,780,1051,3599,2020,884,910,3056
FBgn0043854,125,146,314,97,113,131,151
FBgn0043884,9065,7638,17449,10142,9011,8681,12343
FBgn0043900,848,786,1745,912,847,790,1313
FBgn0043903,1187,1286,2029,1515,1759,1691,1884
FBgn0044020,63,134,188,136,147,137,285
FBgn0044028,615,534,1326,763,629,645,1057
FBgn0044030,74,146,144,167,144,143,160
FBgn0044047,379,423,1083,678,242,273,504
FBgn0044323,3182,3315,6545,3617,3043,3447,4452
FBgn0044324,1006,1086,2707,1631,1130,1097,1875
FBgn0044452,1679,1803,3324,2243,1566,1737,2562
FBgn0044510,93,90,419,299,96,93,500
FBgn0044511,83,153,338,245,133,152,401
FBgn0044823,111,96,265,163,143,116,282
FBgn0044826,1816,1864,4679,2809,1943,2119,4009
FBgn0044871,219,282,485,407,242,332,435
FBgn0045035,1466,1392,3758,2420,1390,1360,3285
FBgn0045063,1732,1820,4068,2880,2047,2067,3150
FBgn0045064,483,612,1092,883,565,558,945
FBgn0045073,1126,1355,2945,2126,1258,1347,2409
FBgn0045469,29,14,34,44,29,19,50
FBgn0045761,1092,986,3308,1396,1083,1168,2701
FBgn0045800,71,80,132,94,69,93,308
FBgn0045823,6905,7382,14950,11913,9078,10238,13235
FBgn0045842,1282,1454,2984,2286,1349,1484,2184
FBgn0045852,1773,1851,4133,2074,1350,1290,1958
FBgn0045862,831,832,1472,720,898,974,926
FBgn0045866,804,1192,2029,1977,1332,1438,2101
FBgn0046114,263,343,543,420,329,404,438
FBgn0046214,1568,1995,4054,3484,2607,2372,4004
FBgn0046222,523,648,1200,769,629,665,862
FBgn0046225,114,149,267,134,179,198,263
FBgn0046247,309,369,813,473,334,367,624
FBgn0046296,127,176,284,198,174,225,264
FBgn0046301,154,183,284,219,162,185,279
FBgn0046322,116,145,372,274,113,120,214
FBgn0046685,826,969,1597,1194,1142,1153,1445
FBgn0046687,1336,1654,2224,2572,1185,1322,1564
FBgn0046692,91,111,393,304,83,89,563
FBgn0046696,31,34,75,41,32,34,53
FBgn0046704,1840,1675,3290,2004,1770,1862,2500
FBgn0046706,91,89,350,238,88,103,560
FBgn0046763,1337,1572,4592,3120,1247,1388,2621
FBgn0046776,237,331,928,568,351,378,804
FBgn0047038,498,727,1421,760,632,734,957
FBgn0047114,74,87,281,127,77,74,256
FBgn0047135,782,1262,3019,2294,1233,1296,3369
FBgn0047178,99,140,219,160,111,134,244
FBgn0047205,501,402,1386,698,347,328,1093
FBgn0050000,361,488,919,708,511,535,1097
FBgn0050001,45,64,123,110,64,62,171
FBgn0050005,134,170,313,253,153,178,295
FBgn0050007,412,392,1164,746,382,336,1041
FBgn0050011,3335,3243,9131,4994,2925,2974,5547
FBgn0050015,2396,2318,5081,2862,2612,2800,3861
FBgn0050020,891,985,1946,1414,1065,1011,1536
FBgn0050022,213,281,743,353,281,315,546
FBgn0050035,726,789,1535,1336,1268,1349,1816
FBgn0050044,35,31,64,43,23,27,32
FBgn0050046,802,905,1765,1118,780,785,1101
FBgn0050051,22,43,87,120,31,31,155
FBgn0050055,114,136,354,223,101,113,255
FBgn0050069,1056,910,2922,1868,604,574,1338
FBgn0050077,74,114,220,145,118,130,185
FBgn0050085,1752,2071,3774,2943,1665,1613,2392
FBgn0050089,495,437,831,160,450,515,616
FBgn0050090,280,357,681,589,316,344,585
FBgn0050094,44,59,140,73,49,57,95
FBgn0050105,36,62,193,97,39,56,152
FBgn0050109,78,138,321,168,111,134,243
FBgn0050115,693,644,1246,659,853,888,1136
FBgn0050118,569,685,1464,849,668,687,1089
FBgn0050122,4681,4803,9235,6170,4997,5244,6877
FBgn0050147,797,945,1819,1206,477,547,741
FBgn0050148,31,58,88,103,29,33,27
FBgn0050156,94,128,222,186,129,128,191
FBgn0050157,28,44,66,29,41,32,58
FBgn0050159,403,410,921,554,452,514,680
FBgn0050169,127,130,349,240,102,127,315
FBgn0050183,235,239,435,292,269,290,368
FBgn0050184,21,32,32,34,38,53,47
FBgn0050185,220,281,538,380,417,420,620
FBgn0050187,757,809,1848,1281,804,855,1923
FBgn0050269,112,130,249,170,61,102,105
FBgn0050273,106,90,314,171,62,97,120
FBgn0050291,311,443,711,485,400,450,478
FBgn0050295,130,142,333,191,135,170,254
FBgn0050323,131,101,206,172,105,101,180
FBgn0050338,31,34,91,57,27,37,71
FBgn0050339,268,336,624,463,355,377,595
FBgn0050340,84,108,230,159,78,103,202
FBgn0050342,312,368,718,452,377,408,541
FBgn0050344,448,532,1035,815,388,453,724
FBgn0050345,171,133,469,454,156,118,712
FBgn0050349,877,1109,2224,1575,940,1042,1352
FBgn0050357,22,28,74,50,26,32,64
FBgn0050359,21,34,41,13,57,63,63
FBgn0050372,1057,1150,2175,1554,1263,1323,1918
FBgn0050373,119,192,334,242,175,201,234
FBgn0050381,62,91,207,174,119,123,149
FBgn0050383,35,43,67,92,49,57,127
FBgn0050389,1911,1880,4029,2898,2608,2900,3741
FBgn0050390,100,157,216,181,114,173,180
FBgn0050392,112,164,339,177,140,149,283
FBgn0050394,431,458,979,758,499,526,1102
FBgn0050403,14,26,41,27,27,43,44
FBgn0050404,413,437,1115,696,458,541,881
FBgn0050410,568,776,1060,829,1007,949,927
FBgn0050414,41,55,105,79,77,67,106
FBgn0050420,141,177,350,218,145,167,247
FBgn0050421,1096,1167,2544,1588,1328,1461,2051
FBgn0050423,639,751,1824,1288,699,863,1362
FBgn0050428,71,60,220,138,57,74,192
FBgn0050438,143,166,302,222,161,158,343
FBgn0050440,116,93,359,279,91,97,357
FBgn0050443,174,211,358,261,198,245,303
FBgn0050456,543,647,1206,679,648,702,1049
FBgn0050460,361,337,749,302,384,422,547
FBgn0050463,10,10,15,14,64,47,129
FBgn0050466,37,28,114,99,40,29,151
FBgn0050467,155,157,229,201,170,170,254
FBgn0050476,52,72,201,132,68,82,183
FBgn0050491,23,19,73,43,29,34,66
FBgn0050493,60,56,124,117,60,102,155
FBgn0050496,164,192,406,293,224,255,390
FBgn0050497,5426,4810,11868,4441,5028,5741,8551
FBgn0050499,409,566,877,712,676,693,932
FBgn0050502,43,49,77,64,52,59,85
FBgn0051005,224,247,599,358,188,197,322
FBgn0051029,32,29,60,30,41,34,49
FBgn0051032,47,42,48,26,58,64,43
FBgn0051038,695,672,1106,654,382,403,458
FBgn0051040,279,396,635,504,394,447,638
FBgn0051044,93,90,327,43,73,69,257
FBgn0051064,602,617,1073,737,674,640,881
FBgn0051068,22,26,61,53,28,25,46
FBgn0051072,421,496,966,636,473,517,774
FBgn0051075,1074,1350,2067,2025,1506,1669,2004
FBgn0051092,37,38,90,58,210,227,330
FBgn0051098,129,154,335,185,102,89,168
FBgn0051108,234,204,554,334,183,205,456
FBgn0051109,45,43,141,84,45,61,115
FBgn0051111,28,28,83,54,26,27,97
FBgn0051116,84,98,191,146,167,172,295
FBgn0051118,21,47,71,48,29,36,25
FBgn0051120,475,640,1013,785,622,705,877
FBgn0051122,1103,1161,2229,1414,1297,1436,1969
FBgn0051126,50,61,198,128,72,73,129
FBgn0051133,42,73,125,87,71,71,164
FBgn0051140,340,304,603,344,341,372,541
FBgn0051150,6375,7224,15852,9698,6177,6356,9019
FBgn0051151,2004,1945,3903,2581,2081,2202,2872
FBgn0051155,159,243,541,354,181,193,368
FBgn0051156,160,162,395,225,157,188,327
FBgn0051158,1785,1656,3134,2140,2090,2146,2623
FBgn0051159,69,107,209,176,93,131,168
FBgn0051184,147,233,443,297,244,278,491
FBgn0051195,442,519,1081,693,935,1008,1466
FBgn0051211,1015,1074,1801,1024,1069,1204,1334
FBgn0051216,854,936,1999,1499,1168,1328,2374
FBgn0051217,48,59,97,71,50,38,66
FBgn0051219,961,1207,1931,3018,1451,1608,3138
FBgn0051223,97,133,281,194,148,140,233
FBgn0051224,1613,1677,3603,2302,1906,1919,2677
FBgn0051229,137,165,310,200,183,192,241
FBgn0051232,222,343,629,404,322,380,528
FBgn0051249,155,176,338,258,139,166,282
FBgn0051251,50,75,187,98,81,82,162
FBgn0051278,43,47,107,83,58,54,101
FBgn0051301,335,449,986,697,436,472,769
FBgn0051314,3118,3138,6932,4864,4552,4917,7169
FBgn0051320,215,201,503,368,184,211,555
FBgn0051324,574,609,1101,796,846,835,1181
FBgn0051337,732,1035,1708,777,419,567,655
FBgn0051342,1511,1652,3249,2639,1776,1867,2848
FBgn0051344,213,283,474,467,283,287,380
FBgn0051352,146,199,518,352,288,293,715
FBgn0051357,274,370,595,411,329,395,488
FBgn0051360,30,52,65,100,52,49,179
FBgn0051361,841,829,1705,751,1316,1407,1967
FBgn0051363,3270,3364,8683,6160,7009,7903,14470
FBgn0051365,315,362,865,448,339,351,573
FBgn0051368,619,619,1330,861,755,767,1330
FBgn0051370,199,183,339,338,127,130,410
FBgn0051388,59,112,193,125,72,112,153
FBgn0051390,139,148,314,226,177,166,289
FBgn0051431,1759,2101,4158,3327,1199,1428,2290
FBgn0051436,68,80,177,110,92,113,199
FBgn0051441,69,104,169,146,100,106,172
FBgn0051445,26,28,63,66,44,37,57
FBgn0051450,124,188,340,262,154,187,281
FBgn0051451,67,70,157,52,65,98,197
FBgn0051453,484,553,1015,750,674,809,1067
FBgn0051457,106,127,205,129,123,175,202
FBgn0051460,101,162,303,285,214,233,440
FBgn0051462,55,33,96,26,109,105,148
FBgn0051472,42,38,81,38,50,60,86
FBgn0051477,20,21,46,25,39,38,123
FBgn0051495,18,33,62,77,56,46,100
FBgn0051510,149,115,461,263,111,142,391
FBgn0051514,16,30,44,62,24,12,97
FBgn0051522,446,442,1157,784,567,654,1026
FBgn0051523,3358,3612,9985,7256,2281,2301,5303
FBgn0051536,2263,2434,5374,2938,2454,2626,3833
FBgn0051546,22,37,44,38,45,43,66
FBgn0051548,300,355,539,543,307,354,411
FBgn0051549,318,421,596,461,518,581,555
FBgn0051550,897,891,1898,904,1005,1078,1370
FBgn0051600,52,31,112,71,47,36,126
FBgn0051601,807,746,3040,1745,690,751,2573
